Date,AAPL,BA,CME,CVX,GS,IBM,MON,TEVA,XOM
2008-10-23,12.781812,37.354949,41.004875,49.350073,98.117657,69.719266,65.30956,33.574093,56.090181
2008-10-24,12.541088,36.327127,37.097258,47.236234,90.72585,67.834739,62.728907,32.491057,55.014436
2008-10-27,11.982867,34.014524,34.437538,45.610201,83.930444,65.842763,61.979124,31.718658,52.663729
2008-10-28,13.000415,39.274087,38.934399,51.752166,84.55396,72.141049,72.493522,33.708423,59.652095
2008-10-29,13.604179,39.988745,39.135243,52.476492,88.249867,72.901472,76.660918,33.196289,59.484758
2008-10-30,14.448665,40.711434,40.71099,54.826848,82.330997,74.959579,77.785592,34.959369,59.803498
2008-10-31,13.999747,42.09257,41.667958,55.137271,83.587061,76.844106,77.576353,36.000427,59.062429
2008-11-03,13.91777,42.437854,44.478312,54.464688,80.505632,76.604406,76.146528,36.059196,59.197892
2008-11-04,14.442159,43.056155,47.164614,57.790663,85.846171,77.199521,81.726308,35.95845,61.747805
2008-11-05,13.441527,40.087046,41.65319,55.34422,79.005587,74.339668,76.469112,34.144992,58.719784
2008-11-06,12.895017,36.988493,38.343679,51.818689,72.942137,70.773956,74.158734,34.086223,55.747535
2008-11-07,12.783113,37.684252,39.733349,54.294691,70.285422,71.70486,76.826569,35.826615,59.265816
2008-11-10,12.476027,37.328281,35.875941,54.945102,64.348482,69.710062,76.30346,36.096051,59.321916
2008-11-11,12.331592,35.572704,34.913069,54.353821,67.484127,68.770838,73.147402,36.188671,58.223959
2008-11-12,11.726528,34.399621,33.174873,49.727019,60.354377,66.277334,68.544087,35.599278,55.242635
2008-11-13,12.548895,34.917395,33.257573,55.957678,63.246035,69.992656,71.569367,36.97172,60.43591
2008-11-14,11.742143,33.202269,30.869584,54.183371,60.300161,66.767727,64.603365,36.129732,59.049432
2008-11-17,11.468888,33.315532,28.045939,52.766909,56.468709,64.398899,64.87364,36.104473,58.809
2008-11-18,11.699203,32.004917,27.602899,54.720136,56.05303,66.559935,65.222371,35.523499,61.173225
2008-11-19,11.228164,30.322149,25.235585,52.640174,49.863071,63.143834,61.089849,35.195124,58.841058
2008-11-20,10.473461,30.022812,23.119329,48.010583,46.989483,59.62799,57.76814,35.287743,54.906035
2008-11-21,10.745414,32.021097,25.959218,52.550711,48.173258,62.237857,58.770758,35.287743,60.756478
2008-11-24,12.094771,32.967652,29.640884,55.391093,60.92367,66.402011,61.133444,35.46456,63.152761
2008-11-25,11.815011,32.506509,29.527171,57.053568,64.863558,67.0337,65.414177,35.742418,62.599771
2008-11-26,12.36152,33.396432,31.272752,59.588289,69.128759,67.881489,66.59988,36.272871,64.827748
2008-11-28,12.058337,34.488614,31.30081,58.902425,71.37883,67.823307,69.049749,36.33181,64.234691
2008-12-01,11.571684,32.263803,25.495503,53.691335,59.423625,63.91682,62.031439,34.816228,59.554331
2008-12-02,12.032313,32.927201,25.489597,56.315519,58.736854,66.36045,64.394125,35.801357,62.199056
2008-12-03,12.478629,32.741127,26.920617,55.719112,62.306245,67.050321,66.82656,36.550726,63.256944
2008-12-04,11.894385,31.705576,26.207322,53.497507,61.023072,64.365652,64.001799,35.363522,61.125135
2008-12-05,12.231399,31.980644,28.73413,55.48055,63.905698,66.983826,65.318274,36.424426,61.389609
2008-12-08,12.975692,34.666597,33.171564,58.216555,69.716129,70.532917,69.476955,36.33181,63.793902
2008-12-09,13.019934,33.024283,32.370836,56.330426,65.758164,68.729284,71.25551,35.338264,62.671897
2008-12-10,12.779209,33.720043,32.88633,58.477487,64.637648,68.870581,70.619064,35.759258,64.170575
2008-12-11,12.36152,32.579321,31.746891,59.2379,62.993016,66.975519,64.341817,35.49824,64.130501
2008-12-12,12.787017,31.713668,31.23882,58.894968,61.212836,68.322007,60.793427,35.708737,64.475117
2008-12-15,12.32899,31.341519,30.213768,58.306018,60.056173,68.795772,61.386279,35.313002,64.074401
2008-12-16,12.417472,33.898028,33.061629,58.902425,68.676937,71.812916,65.5188,35.733996,66.630968
2008-12-17,11.601612,33.186088,33.12551,57.269765,71.189066,71.347458,66.094211,36.668604,64.96399
2008-12-18,11.636744,33.226539,33.076485,54.444297,72.336697,69.818112,64.934668,37.182217,61.710182
2008-12-19,11.710913,33.364074,31.678552,52.819094,72.951176,69.419148,62.449918,36.651764,60.123346
2008-12-22,11.156597,33.266989,28.79058,51.730656,69.580581,68.147462,57.794294,35.211964,60.035195
2008-12-23,11.239875,32.48224,27.539721,51.589008,67.954019,66.992139,57.76814,35.355104,60.187462
2008-12-24,11.065512,32.457967,27.844266,51.902125,69.074542,66.925644,58.683568,35.245644,60.732436
2008-12-26,11.165706,32.789666,27.050964,52.446341,68.649829,67.598895,59.041026,35.051987,61.862456
2008-12-29,11.269803,32.352796,27.294599,53.340951,69.182975,67.5324,59.694906,34.950946,62.527639
2008-12-30,11.228164,33.372163,29.736897,54.705223,74.153017,69.444089,60.610335,35.472982,62.984455
2008-12-31,11.10585,34.520973,30.916451,55.145074,76.258509,69.951102,61.333964,35.843455,63.978233
2009-01-02,11.808505,36.608251,31.580504,57.046111,78.400147,72.61915,64.272068,35.910816,65.428822
2009-01-05,12.306869,37.35255,31.247735,57.150487,80.225505,72.162005,64.847479,36.053953,65.420805
2009-01-06,12.10388,37.465816,30.157316,57.664882,80.16225,74.165123,64.045388,35.304583,64.354907
2009-01-07,11.842336,36.211829,29.51703,55.137618,76.35791,72.968239,75.363981,35.119345,62.711971
2009-01-08,12.062241,36.236102,28.55586,55.346359,77.180229,72.461226,72.634921,35.616118,63.38517
2009-01-09,11.786384,35.961034,27.963112,54.287742,75.833795,70.399927,70.972994,35.801357,62.166998
2009-01-12,11.536551,35.386629,28.104241,52.79673,70.186021,71.239408,68.27018,35.801357,61.341525
2009-01-13,11.412936,34.351079,27.486241,53.542236,70.411932,70.931874,68.497597,35.540339,62.447497
2009-01-14,11.103247,33.331712,26.116533,51.95431,68.396809,69.144868,66.748201,35.776098,60.187462
2009-01-15,10.849511,33.137546,24.920639,52.759452,66.716031,69.917854,68.611312,35.784516,61.437699
2009-01-16,10.712884,34.351079,25.923409,53.482594,66.01119,70.582785,69.634707,35.776098,62.591755
2009-01-20,10.175483,32.652134,23.631154,50.925508,53.49572,68.139155,66.345841,35.708737,61.141167
2009-01-21,10.777944,34.197366,26.826643,53.10239,63.16471,75.985377,68.488855,36.340229,63.521418
2009-01-22,11.497515,34.189274,25.012746,52.148137,64.185826,74.863301,68.742511,35.885554,62.695945
2009-01-23,11.497515,33.962749,25.067713,52.79673,67.691968,74.381222,69.022421,35.169865,62.543671
2009-01-26,11.66407,34.79604,24.746828,53.147118,67.050375,76.134987,69.319815,35.363522,62.992471
2009-01-27,11.805902,34.965937,25.052857,53.74352,70.719174,76.184862,68.803747,35.304583,63.248928
2009-01-28,12.257423,34.982118,27.501095,55.010883,79.249568,78.811349,68.716271,35.287743,63.513402
2009-01-29,12.101278,32.93529,25.797133,52.647631,74.749425,76.891353,68.3489,35.338264,61.710182
2009-01-30,11.72783,34.229727,25.83576,52.573076,72.951176,76.176548,66.529526,34.900429,61.293441
2009-02-02,11.907397,33.008102,24.996405,52.401612,75.517521,75.578106,66.345841,35.102505,61.461741
2009-02-03,12.098675,34.051742,25.480705,53.408044,74.83075,77.697587,67.220539,35.776098,62.607787
2009-02-04,12.172844,34.296895,25.63669,53.378223,79.493556,77.157327,69.144878,35.405621,62.23913
2009-02-05,12.551497,34.909777,26.45079,54.608309,83.903335,76.808238,72.013887,35.666639,63.938159
2009-02-06,12.975692,35.07321,28.077501,55.838395,87.264892,80.343204,73.439642,35.371941,64.711408
2009-02-09,13.338731,34.975149,27.925973,55.48055,88.457701,80.911473,73.177236,35.708737,64.01871
2009-02-10,12.729764,32.858662,26.605291,53.020384,81.68941,77.944772,70.719331,35.784516,61.328439
2009-02-11,12.598341,32.956726,27.524865,53.124754,85.584114,79.524231,70.089547,36.31497,60.071909
2009-02-12,12.917138,32.572652,28.680648,52.560477,86.370286,79.449016,70.631862,36.963302,60.587409
2009-02-13,12.902825,33.0793,28.319651,52.462671,87.156452,78.421115,69.45977,37.055918,60.079959
2009-02-17,12.300363,31.404089,26.514669,49.79176,77.451318,75.77198,66.651984,38.546238,57.413857
2009-02-18,12.279543,31.036359,26.385423,49.74662,76.35791,76.473963,67.517939,38.622017,57.94547
2009-02-19,11.794191,30.701317,26.55478,50.167944,77.722414,74.317882,68.987432,38.58834,58.122674
2009-02-20,11.867059,29.671676,27.01234,48.95663,76.856532,74.200886,69.695936,38.874613,57.373588
2009-02-23,11.314044,28.159898,25.693143,47.354084,72.749767,70.507139,65.339937,38.230955,55.819031
2009-02-24,11.743445,28.960731,27.371849,49.114627,84.4795,72.203588,67.701625,38.298532,58.066286
2009-02-25,11.861854,27.710452,27.036108,47.775412,81.69925,71.785743,66.617002,38.078913,58.034072
2009-02-26,11.605515,26.729839,27.340652,47.527129,83.72538,74.35131,67.001864,37.44539,57.148051
2009-02-27,11.62113,25.692027,27.097017,45.676302,82.753203,76.908519,66.713212,37.656565,54.691373
2009-03-02,11.442864,24.114876,25.743653,43.351483,78.382942,74.418167,62.75958,36.718951,52.283021
2009-03-03,11.498816,23.9923,26.42405,43.434244,74.839497,73.348479,62.987004,36.499328,51.840011
2009-03-04,11.863155,24.768616,27.95717,44.600415,77.656085,74.785866,64.535216,37.090616,52.90323
2009-03-05,11.559973,24.016814,27.101475,42.478735,74.24892,73.106135,63.004495,37.217322,50.116307
2009-03-06,11.099344,24.59701,27.276392,43.840524,68.733858,71.710528,62.672112,37.436942,51.574204
2009-03-09,10.814378,25.332468,27.487186,43.848046,67.189273,69.763376,63.791724,36.533117,52.009159
2009-03-10,11.532648,26.974992,29.040497,46.481337,77.483453,72.913923,67.929049,36.634479,54.280582
2009-03-11,12.059639,27.187459,28.883522,46.060012,83.943436,74.05882,71.060462,36.524671,52.975719
2009-03-12,12.537184,27.481643,30.042151,47.700176,88.359121,75.546347,71.45408,37.420047,54.087271
2009-03-13,12.482533,27.293693,29.623551,47.331514,89.767419,75.512919,69.197358,38.340766,54.127541
2009-03-16,12.416171,27.645079,29.118237,47.354084,85.31539,76.231612,72.363767,37.909973,53.942286
2009-03-17,12.967885,28.143554,33.474688,49.137197,89.940044,77.64393,72.661161,38.568835,55.649877
2009-03-18,13.209911,27.579704,35.582646,50.100228,95.627738,76.841662,73.50087,38.00289,55.714316
2009-03-19,13.222923,27.122084,34.075678,50.506508,90.221707,77.435007,71.707744,37.023042,55.037725
2009-03-20,13.21902,26.599091,34.178834,48.685777,88.422722,77.309653,70.281982,37.13285,53.233469
2009-03-23,14.008856,29.009762,39.532453,52.026296,101.697033,82.490926,74.253111,38.442129,56.809755
2009-03-24,13.857915,29.500067,35.476499,51.890869,100.488624,82.148297,72.984802,38.045124,55.883464
2009-03-25,13.856614,30.284559,37.266023,52.440095,102.623779,81.8558,72.687401,38.492812,56.511736
2009-03-26,14.296423,31.59204,38.385783,52.79371,101.751546,82.549424,76.658531,38.57728,57.373588
2009-03-27,13.903457,30.668629,36.551409,51.838204,98.199013,78.680183,75.433952,38.146487,56.366751
2009-03-30,13.596371,29.026106,35.045937,50.258231,91.275653,78.989384,72.390007,37.614327,55.279362
2009-03-31,13.678348,29.075138,36.835461,50.589269,96.327339,80.969971,72.687401,38.05357,54.852464
2009-04-01,14.14288,28.960731,35.49145,51.386784,100.206967,81.571669,71.726546,38.383001,55.762649
2009-04-02,14.665968,30.398963,36.681474,52.899041,103.777676,84.254232,71.436977,37.538304,56.584225
2009-04-03,15.092765,30.799377,38.255718,53.026948,108.484105,85.424198,71.305351,37.504519,56.737266
2009-04-06,15.412864,31.183451,36.706889,52.583047,105.985518,84.87264,69.43628,38.425238,56.423133
2009-04-07,14.963946,29.941343,35.932477,51.462019,105.46763,82.524354,68.295539,38.138041,55.343801
2009-04-08,15.135706,30.129293,36.410878,51.52221,104.25922,84.563439,70.375201,38.687092,55.545169
2009-04-09,15.5586,31.992457,38.556214,52.086487,112.963391,84.989636,72.656696,39.210803,56.25398
2009-04-13,15.643179,30.358105,39.726803,51.146026,118.251302,83.527179,72.893618,38.687092,54.788025
2009-04-14,15.394647,30.268215,37.001406,50.092709,104.586309,82.95891,71.559826,37.572093,54.530275
2009-04-15,15.307465,30.701317,37.844589,50.182989,110.110459,82.607922,72.226718,37.757927,54.884684
2009-04-16,15.803228,31.371402,36.570845,49.603668,110.110459,84.764003,71.270251,38.011335,54.296695
2009-04-17,16.059566,31.314199,35.492944,49.663859,109.574395,84.630289,71.129848,37.614327,53.765082
2009-04-20,15.679612,29.810595,33.274356,48.053787,104.495452,83.928313,68.804488,37.149745,52.589097
2009-04-21,15.843565,29.949516,34.231159,48.813678,109.356338,85.499407,69.760956,37.099062,53.346241
2009-04-22,15.811035,30.480679,32.67486,47.963504,109.474451,85.699978,69.418733,36.305048,52.154143
2009-04-23,16.317207,30.995501,36.099917,49.302719,111.58235,84.755644,68.716733,37.166639,52.927393
2009-04-24,16.122025,31.641071,35.850251,50.107754,110.210403,83.635823,71.182502,37.563647,53.620097
2009-04-27,16.230025,32.253954,34.501755,49.212439,109.846971,83.527179,71.252697,37.893078,53.265689
2009-04-28,16.122025,31.747302,33.90525,49.648808,109.637995,85.190206,71.0772,38.112698,54.030888
2009-04-29,16.283374,33.136502,34.011394,50.830027,115.552834,86.945153,72.612819,37.453836,55.126327
2009-04-30,16.373158,32.727914,33.091965,49.731569,116.752155,86.251529,74.490661,37.073722,53.700643
2009-05-01,16.55663,33.675839,33.277347,50.310896,115.461978,87.421496,74.80656,37.30179,54.779975
2009-05-04,17.185116,34.468501,35.033978,50.167944,121.894705,88.741887,78.097171,37.268002,54.93301
2009-05-05,17.268392,35.261163,36.965526,49.468241,122.839619,88.45775,78.843041,37.031488,54.490006
2009-05-06,17.241068,36.474218,37.961201,51.243832,126.492103,87.886512,78.149819,37.403153,55.239092
2009-05-07,16.793451,35.921327,35.128163,51.146026,121.50401,86.181195,75.499783,37.52141,55.521006
2009-05-08,16.810367,37.819309,37.128481,52.951706,126.828272,85.257137,75.833229,37.313782,57.027236
2009-05-11,16.859813,36.903327,36.108888,51.161071,123.366595,86.441617,75.429581,38.262943,56.127826
2009-05-12,16.189688,36.391696,38.642923,52.056391,123.030426,87.315274,79.044869,38.237517,57.383757
2009-05-13,15.54819,35.442708,40.978123,51.236307,117.442669,85.903982,79.755638,38.000228,56.532964
2009-05-14,15.998409,35.847058,42.513495,51.048214,121.385904,84.887517,79.000991,38.101923,56.524866
2009-05-15,15.929445,35.483967,41.456525,50.04548,122.112755,85.156334,78.93079,38.0765,55.998185
2009-05-18,16.479858,36.614502,43.047213,50.159428,130.062804,87.852909,79.167717,37.991755,57.124469
2009-05-19,16.583956,36.820804,41.999213,50.03029,128.24565,88.63416,78.623667,37.923956,57.140671
2009-05-20,16.378363,36.787798,40.925798,49.536519,123.96626,87.407681,80.580487,37.881584,56.403323
2009-05-21,16.158458,35.723279,41.873633,48.974382,124.940944,86.374411,78.351646,37.525648,55.414785
2009-05-22,15.939855,35.434454,43.842556,48.951594,124.203106,85.59316,75.999955,38.534131,55.771309
2009-05-26,17.017259,36.441209,45.527426,49.878363,129.395312,88.222528,74.80656,39.54261,56.565376
2009-05-27,17.312634,35.954336,44.590059,49.050346,127.53704,86.466817,70.094402,39.296845,55.341864
2009-05-28,17.575478,36.573242,47.740038,49.992305,131.763679,87.945315,69.322208,39.245999,56.095421
2009-05-29,17.671769,37.010602,48.085386,50.645601,131.690818,89.280999,72.086323,39.288372,56.19265
2009-06-01,18.132398,39.362448,49.287366,52.575103,131.472194,91.036716,71.498402,39.474815,58.145418
2009-06-02,18.150615,40.600261,50.133543,52.681453,130.3791,89.743031,72.568942,39.152778,59.085335
2009-06-03,18.340592,39.915336,49.040695,51.853442,129.486395,89.45741,71.515949,39.483288,58.404706
2009-06-04,18.703631,41.730796,50.33836,53.015699,136.154291,89.323004,72.744445,40.576516,59.133956
2009-06-05,18.824643,43.447231,50.070753,52.696649,135.735264,90.08745,71.93715,40.483294,59.125852
2009-06-08,18.717943,43.595769,49.710716,52.856174,135.134072,90.297464,72.64792,40.491767,59.287904
2009-06-09,18.570906,43.199666,49.953739,53.319559,136.008541,90.843501,74.64861,40.847703,59.247394
2009-06-10,18.249508,43.158406,49.166155,53.342347,133.612833,91.019912,75.333056,40.644311,59.830788
2009-06-11,18.210471,41.805065,51.318882,54.618553,132.219136,91.901971,76.210553,41.296858,60.000951
2009-06-12,17.822709,42.448726,51.144863,55.203478,132.665489,90.902304,75.938531,41.305334,59.782173
2009-06-15,17.708203,40.864328,49.742219,53.995643,130.269781,90.406675,74.560862,40.559566,58.996205
2009-06-16,17.742034,40.294935,49.488689,53.084064,131.31734,90.154656,71.621251,40.483294,58.040078
2009-06-17,17.641842,40.063874,48.98014,52.28644,127.281985,89.885839,71.147402,40.483294,57.869921
2009-06-18,17.680877,40.40221,49.364175,51.98258,130.342656,89.323004,72.217948,40.169734,57.88613
2009-06-19,18.149314,39.973101,49.139155,51.701509,130.3791,88.953378,70.840279,40.059563,57.570123
2009-06-22,17.874759,38.702282,45.526775,49.954326,124.804298,87.802501,68.550014,39.618882,55.779407
2009-06-23,17.43755,36.201898,45.537276,50.106253,128.611925,87.735302,69.585459,39.347694,55.868538
2009-06-24,17.725118,34.097617,47.095939,49.92394,129.941852,87.491685,66.830122,40.152784,55.4634
2009-06-25,18.19876,35.096118,47.338965,50.797534,131.563277,89.096186,66.391373,40.737532,56.622095
2009-06-26,18.534473,34.559735,47.622497,50.098655,133.6675,88.776967,66.031597,41.186687,55.949571
2009-06-29,18.473317,35.195146,47.738008,50.805126,136.054089,88.902977,66.865216,41.652794,57.189292
2009-06-30,18.533172,35.071363,46.672895,50.326551,134.305137,87.718497,65.460724,41.81381,56.646409
2009-07-01,18.58522,34.848556,46.24535,50.531653,134.195831,88.071318,64.456888,42.534152,57.173083
2009-07-02,18.21958,33.693266,45.222244,48.936398,130.70703,85.458754,63.364997,42.118898,55.495812
2009-07-06,18.036108,33.47046,44.592178,48.723698,133.412445,85.391548,64.509726,42.101948,55.179805
2009-07-07,17.618419,32.216142,42.313437,47.629808,129.841651,84.16507,63.946169,41.746012,53.931979
2009-07-08,17.85524,32.636997,39.589152,47.690579,126.207113,84.576695,63.118441,41.313807,53.688899
2009-07-09,17.743335,32.430695,40.106708,47.918475,130.451975,85.752772,63.893331,41.347707,53.453919
2009-07-10,18.024398,32.71952,39.481142,46.642269,129.23134,84.702704,62.819048,41.178213,52.765185
2009-07-13,18.521461,33.371432,40.873288,47.432299,136.126964,87.046457,64.765088,41.779911,53.235141
2009-07-14,18.512352,33.346677,40.31523,47.857702,136.327366,86.735635,65.777725,41.949404,53.656488
2009-07-15,19.112211,34.130626,41.689374,49.050346,141.428475,90.070652,67.327511,42.195169,55.455302
2009-07-16,19.195489,34.700019,40.876286,49.293432,142.867721,92.943637,66.693507,42.008726,55.471505
2009-07-17,19.745902,34.130626,41.18682,49.468153,142.867721,96.959097,66.402928,41.839233,55.520119
2009-07-20,19.896843,34.823801,41.888894,49.863167,145.773538,97.815956,67.415565,41.856183,55.86044
2009-07-21,19.714672,35.500472,41.125313,50.326551,145.564032,98.319988,70.515135,42.373136,57.100161
2009-07-22,20.395207,34.658759,40.909292,50.091063,146.165238,97.085107,70.039633,41.923981,56.711226
2009-07-23,20.535737,34.617499,41.404344,51.57237,150.71069,98.336786,74.002146,42.534152,58.023876
2009-07-24,20.818102,34.964085,40.630261,51.98258,150.045726,98.824019,74.107816,42.669746,58.574864
2009-07-27,20.832415,34.85681,40.522249,52.30163,149.271444,98.815617,73.878869,43.305343,58.94759
2009-07-28,20.819403,35.69027,39.988195,51.914209,146.238099,98.521599,73.324112,45.12739,58.250752
2009-07-29,20.823307,35.789294,40.390236,50.987446,145.236102,98.504801,72.901448,45.974852,57.878026
2009-07-30,21.182441,35.682019,41.522857,51.428036,147.950622,99.008832,74.345564,44.76298,57.30273
2009-07-31,21.260514,35.409699,41.828887,52.772613,148.75223,99.067636,73.966923,45.203661,57.035338
2009-08-03,21.656083,36.135883,42.416949,53.479084,149.480964,100.739343,75.921764,45.538529,57.246011
2009-08-04,21.541575,36.441209,41.845388,53.486682,150.455635,100.470525,73.984531,45.640518,57.205495
2009-08-05,21.484322,36.682818,41.86039,53.015699,153.616507,99.521266,74.433618,44.561123,56.743638
2009-08-06,21.328177,37.924187,40.973797,52.60549,151.89488,99.065518,73.861254,44.204157,56.500559
2009-08-07,21.53637,38.89895,42.9,52.795401,149.071042,100.711269,73.376951,43.957683,56.289885
2009-08-10,21.433575,38.13247,42.443951,52.590299,146.074142,100.179562,73.509036,43.779198,56.054904
2009-08-11,21.187646,37.815879,41.404344,51.610355,145.0357,99.41155,73.71156,43.745204,55.54131
2009-08-12,21.510347,38.607355,42.307437,52.202878,149.171243,100.677509,72.610862,44.000179,56.340234
2009-08-13,21.915023,38.840631,42.769487,52.058543,149.827102,100.922262,73.993339,44.110669,56.046752
2009-08-14,21.701624,37.382649,42.157421,52.134507,148.233003,100.069848,71.53658,43.677209,55.606529
2009-08-17,20.766052,36.791126,40.448742,51.091052,143.241199,98.626655,70.462297,43.226755,54.253258
2009-08-18,21.339888,36.474535,40.349731,51.359593,146.183447,99.276511,71.281217,43.167261,54.204341
2009-08-19,21.417961,36.257922,40.282224,52.295637,145.682441,100.069848,72.02089,43.728205,55.435333
2009-08-20,21.64307,37.274344,40.787777,52.64857,147.868643,100.390555,72.628477,43.940685,55.916313
2009-08-21,22.019121,38.215782,41.422344,53.500216,149.265345,101.192333,73.773199,43.804698,57.000564
2009-08-24,21.998301,39.26553,40.211718,54.290481,148.416372,100.702827,73.71156,44.382642,58.125579
2009-08-25,22.042543,40.198638,40.286725,54.206083,150.570774,100.289283,73.641114,44.637616,57.620137
2009-08-26,21.783601,39.84039,41.443346,54.543668,151.49278,100.829425,73.949315,43.898189,58.182645
2009-08-27,22.049049,43.17292,41.689374,54.474619,150.643806,100.795665,74.512872,43.668712,57.766878
2009-08-28,22.12712,42.523078,42.842994,54.2291,150.096072,99.774459,73.086365,44.025675,57.163613
2009-08-31,21.887699,41.381684,43.66058,53.661338,151.045477,99.630985,73.861254,43.770701,56.372843
2009-09-01,21.509046,40.631867,41.879893,52.541156,146.216323,98.483181,72.152975,43.422235,55.769578
2009-09-02,21.493431,40.323609,41.669872,52.203565,144.72832,97.976793,71.721496,42.946281,55.582074
2009-09-03,21.671696,40.373595,40.724771,52.426068,147.576522,98.179351,71.827166,42.827293,55.647293
2009-09-04,22.160953,40.948458,40.579255,52.909432,148.772395,99.133038,72.417138,43.481729,56.397299
2009-09-08,22.501871,41.240053,41.07341,54.075652,152.652144,98.87985,73.438589,43.668712,57.595682
2009-09-09,22.268954,42.098178,41.290354,53.960564,155.436437,98.542259,73.509036,44.544125,57.473396
2009-09-10,22.453725,42.064856,41.528392,54.819878,159.635687,99.310271,69.8283,44.773602,57.595682
2009-09-11,22.401677,42.781347,41.398827,54.282807,159.480498,99.630985,68.709987,44.790601,57.049482
2009-09-14,22.604666,42.464759,41.876406,54.50531,162.228282,100.331477,68.754018,43.932184,57.065784
2009-09-15,22.792041,43.381203,42.837594,54.957983,161.269753,100.728146,70.259772,43.15876,56.650017
2009-09-16,23.665154,43.622812,43.926838,55.587126,164.200097,102.812759,69.8283,43.677209,57.342957
2009-09-17,24.01388,44.056041,44.187474,55.218851,165.65159,102.863396,70.110079,43.184259,56.935345
2009-09-18,24.075037,44.172679,45.799495,55.732905,167.221734,103.057512,70.374242,44.09367,57.05763
2009-09-21,23.944916,44.039378,45.889888,55.280232,166.500564,102.601766,69.537715,44.042674,56.715237
2009-09-22,24.004771,44.272654,46.894768,55.725231,169.357889,102.635526,69.405629,43.294746,56.927197
2009-09-23,24.137495,43.631142,46.115875,54.758503,167.641666,101.968786,68.172846,43.014275,56.250558
2009-09-24,23.918891,43.147927,44.954315,54.252116,167.112193,102.070066,67.706151,43.133263,56.193493
2009-09-25,23.730214,42.922981,44.213086,54.213757,163.862335,102.188221,67.080955,43.320246,56.005988
2009-09-28,24.222074,44.214335,46.564831,55.01169,166.600981,100.711269,67.81182,43.864192,56.731538
2009-09-29,24.12188,45.50569,46.052599,54.405569,167.586896,100.272399,68.005544,43.507225,56.307624
2009-09-30,24.117976,45.11412,46.430745,54.037288,168.289819,100.94758,68.155238,42.97178,55.932621
2009-10-01,23.533732,43.414529,44.069963,52.794344,163.39677,99.504388,66.138758,41.858388,54.840215
2009-10-02,24.059422,42.823006,44.110638,52.280289,163.962753,100.449633,65.980257,42.563821,54.277714
2009-10-05,24.205158,43.55616,44.13625,53.239349,170.225124,101.065736,65.909811,42.801796,55.09294
2009-10-06,24.724341,43.564493,43.327228,54.137028,170.690689,102.416091,66.596645,43.294746,55.973385
2009-10-07,24.755571,43.147927,43.64059,54.098669,173.885777,103.622972,65.682065,43.235252,55.981532
2009-10-08,24.628053,43.572823,43.285044,54.819878,171.777021,103.209427,66.247604,43.660211,56.291322
2009-10-09,24.784197,43.897744,44.40442,55.824977,172.808582,106.281488,66.954524,43.787699,56.470666
2009-10-12,24.828439,43.039619,44.863919,56.52317,173.584524,107.218298,67.40519,43.677209,57.171761
2009-10-13,24.725642,43.239572,45.832641,56.830071,170.91891,107.201415,67.573086,43.507225,57.277744
2009-10-14,24.890897,43.74778,46.295155,57.896545,175.528967,108.323907,68.562775,43.694208,58.565796
2009-10-15,24.795908,43.122931,46.53771,58.840263,172.196953,108.011634,69.216685,43.048273,59.462549
2009-10-16,24.469305,44.31431,47.134309,58.932329,168.308066,102.660844,67.864694,42.7508,59.609289
2009-10-19,24.704824,44.530927,48.000583,59.584494,169.339628,103.859284,67.908873,42.963279,60.016902
2009-10-20,25.862902,43.231239,47.91471,59.101124,168.846677,103.656732,66.707101,43.57522,59.527762
2009-10-21,26.66445,42.181494,47.824315,59.055091,163.643238,102.010988,65.752759,43.26925,59.764178
2009-10-22,26.700883,42.548071,47.836369,59.300611,167.687313,103.547018,66.433171,43.022773,60.685387
2009-10-23,26.53693,41.564974,48.203969,58.832589,164.647414,101.58056,66.477356,42.7508,59.976138
2009-10-26,26.346954,40.231964,48.362161,57.888871,163.743656,101.369567,62.465562,42.470329,59.698965
2009-10-27,25.682035,39.782071,47.682698,58.763533,163.049871,101.825313,62.978077,42.308843,61.068544
2009-10-28,25.035331,39.340512,46.405134,58.226462,157.161784,102.542688,62.36836,41.892386,60.196247
2009-10-29,25.54931,40.665193,47.271408,59.806991,163.022485,103.698933,61.723289,43.175758,60.294076
2009-10-30,24.527859,39.823727,45.590083,58.725174,155.345144,101.791553,59.363932,42.903785,58.427209
2009-11-02,24.633256,40.215301,46.040545,58.801898,155.810708,101.749352,60.335951,43.507225,58.81852
2009-11-03,24.560388,40.073667,45.431894,58.847931,156.659696,102.255741,59.991326,42.912286,58.484274
2009-11-04,24.828439,40.401451,44.696691,58.525688,154.733514,102.365455,60.786617,42.886787,58.125579
2009-11-05,25.247428,41.830252,46.132446,59.262246,158.293749,103.893043,61.378664,43.87269,59.103847
2009-11-06,25.287767,41.75461,46.194216,59.484748,156.814884,104.689942,61.095895,44.356924,59.169067
2009-11-09,26.214231,43.158195,47.266888,59.584494,161.187597,106.817823,61.855838,45.354381,59.73484
2009-11-10,26.412014,42.292511,46.370482,60.106218,161.132813,107.589288,65.090018,44.987795,59.538049
2009-11-11,26.447148,42.595081,47.196078,60.236654,164.181849,107.82666,66.185748,44.808765,59.784043
2009-11-12,26.283195,42.258891,47.477806,59.400351,162.931191,107.038242,65.699735,44.510379,58.955871
2009-11-13,26.603294,42.595081,47.2699,59.799323,161.361033,107.691015,65.019324,44.570056,59.423254
